mep_id,fullName,country,politicalGroup,nationalPoliticalGroup,meeting_id,topic,date,location,committee,position,lobbyist
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_18,EMA regulation and EU Pharmaceutical Strategy INI report,25-03-2021,online,ENVI,Member - staff level,Affordable Medicines Europe
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_19,"fit for 55, taxonomy, CBAM",22-03-2021,online,"ENVI,ITRE,ECON","Member - fit for 55, taxonomy DA, CBAM",Technology Finland
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_20,Israel/Palestine,22-03-2021,online,,Member,ICAHD Finland
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_21,Nanomedicines,22-03-2021,online,ENVI,Member - staff level,EAASM
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_22,EU-ilmastolaki,17-03-2021,online,ENVI,Member,Suomen ilmastopaneeli
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_23,LULUCF review,16-03-2021,online,ENVI,Shadow rapporteur - Greenpeace EU's study on the carbon sequestration potential of EU forests,Greenpeace
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_24,Digital innovation in circular economy,12-03-2021,online,,Member - staff level,Ball Beverage Packaging Europe
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_25,"fit for 55 - RED, ESR/ETS",10-03-2021,online,ITRE,"Member - staff level fit for 55 - RED, ESR/ETS",ebb
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_26,EP Own Initiative Report on the Strategy of Biodiversity 2030,09-03-2021,online,ENVI,Shadow rapporteur - staff level,EEB
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_27,RED II-direktiivi,05-03-2021,online,ITRE,Member,Neste
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_28,Nature-Based solutions,25-02-2021,online,ENVI,Member - staff level,Econexus
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_29,TEN-E Revision & EU-UK Trade & Cooperation Agreement - energy chapter,24-02-2021,online,ITRE,Member,National Grid Ventures
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_30,Vedenpuhdistusjärjestelmä,19-02-2021,online,,Member - staff level,Awter
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_31,EP Own Initiative Report on the Strategy of Biodiversity 2030,18-02-2021,online,ENVI,Shadow rapporteur - staff level,Birdlife
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_32,Hydrogen strategy & clean hydrogen alliance,17-02-2021,online,ITRE,Member - staff level,Hydrogenius
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_33,Deep seabed mining,16-02-2021,online,ENVI,Member,WWF
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_34,Sustainable Finance Disclosure Regulation (SFDR),15-02-2021,online,ITRE,"Shadow rapporteur - position of the European Parliament and the Greens/EFA group, taxonomy, SFDR",Eurosif
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_35,EUA Policy Input on ERA Communication,12-02-2021,online,ITRE,Member,EUA
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_36,EP Own Initiative Report on the Strategy of Biodiversity 2030,02-02-2021,online,ENVI,"Shadow rapporteur - Staff level meeting: FFIF position paper, amendments",Swedish forest industries
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_37,TEN-E,29-01-2021,onlin,ITRE,Member - TEN-E regulation (staff level),entso-e
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_38,EU biodiversity strategy,27-01-2021,online,ENVI,Shadow rapporteur - Discussion on Stora Enso's position paper on the Biodiversity strategy.,Stora Enso
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_39,Pantanal wetlands,22-01-2021,online,ENVI,Member - staff level,EJF
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_40,Biodiversity strategy,15-01-2021,online,ENVI,"Shadow rapporteur - Improving evidence-based decision making, Using games to resolve environmental conflicts",ETH Zürich
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_41,"Emissions, waste water in Baltic Sea",15-01-2021,online,ENVI,Member,John Nurminen Foundation/Clean Baltic Sea
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_42,Battery regualtion (Staff level),17-12-2020,online,"ITRE,ENVI",Member - battery regulation,eurobat
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_43,Waste inceneration and CCS (staff level),16-12-2020,online,ITRE,Member,Fortum
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_44,Energy charter Treaty (staff level),09-12-2020,online,,Member,CAN europe
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_45,EP Own Initiative Report on the Strategy of Biodiversity 2030,09-12-2020,online,ENVI,"Shadow rapporteur - Afforestation, greener city environments and nature restoration",Growing Media Europe
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_46,Biodiversity Strategy report,04-12-2020,online,ENVI,Member,WWF
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_47,"Shipping emissions reductions (ETS, REfuel Maritime, AFID) staff level",27-11-2020,online,"ENVI,ITRE","Member - ETS, REfuel Maritime, AFID",Transport & Environment
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_48,TEN-E (staff level),24-11-2020,online,,Member,Global witness
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_49,Offshore wind power,20-11-2020,online,ITRE,Member,OX2
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_50,"Renewables, wholesale electricity prices and hydrogen",20-11-2020,online,ITRE,Member,PWR UK
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_51,Forest industries (CBAM),19-11-2020,online,ENVI,Member,MetsÃ¤teollisuus ry
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_52,Vaccine technology (staff level),18-11-2020,online,ENVI,Member,Ziccum
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_53,Shipping and ports emission reductions,28-10-2020,online,,Member,ESPO
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_54,Circular economy,21-10-2020,online (staff level),"ITRE,ENVI",Shadow rapporteur - ITRE opinion to ENVI CEAP INI,FEAD
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_55,Digital construction,20-10-2020,online,,Member,Construction Products Europe
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_56,"Power-to-X, methanisation, landfil gas",08-10-2020,online,ITRE,Member,QPower
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_57,Methane strategy,30-09-2020,online,,Member,EDF(environmental defence fund)
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_58,Northvolt and batteries regulation (staff level),03-09-2020,online,"ENVI,ITRE",Member - battery regulation,Northvolt
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_59,RRF and NextGEN EU (staff level),15-07-2020,Online,ITRE,Shadow rapporteur - Establishing a Recovery and Resilience Facility,CAN Europe
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_60,Energy storage (staff level),18-06-2020,online,ITRE,Shadow rapporteur - Energy storage INI,Euroheat and power
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_61,"R&I catch-up, Horizon Europe (staff level)",12-06-2020,videoconference,ITRE,Shadow rapporteur - MFF - Specific programme implementing Horizon Europe framework programme for research and innovation 2021–2027,Institut Jacques Delors / Jacques Delors Institute (IJD / JDI) (726109217329-25)
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_62,Medicine supply in COVID crisis,05-06-2020,Videoconference,"ENVI,ITRE",Member,Tamro corporation
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_63,Biodiversity (staff level follow-up),04-06-2020,Videoconference (staff level),ENVI,Member - Biodiversity INI,University of Turku
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_64,LCA and SUP (staff level),02-06-2020,Videoconference,ENVI,Member - Directive (EU) 2019/904,Huhtamäki Oyj (Huhtamaki) (391796433461-57)
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_65,Biodiversity strategy,29-05-2020,Videoconference,ENVI,Member,University of Turku
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_66,Carbon neutral chemistry (staff level),29-05-2020,Videoconference,ITRE,Member,Chemical Industry Federation of Finland (Kemianteollisuus ry) (CIFF) (07682415745-25)
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_67,Introducing Sustainable Mobility European Platform (staff level),28-05-2020,videoconference,ITRE,Member,AliénorEU (204793610436-15)
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_68,Horizon Europe (staff level),12-05-2020,Videoconference,ITRE,Shadow rapporteur - - Specific programme implementing Horizon Europe framework programme for research and innovation 2021–2027,Itä-Suomen yliopisto (UEF) (323618130286-15)
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_69,Green deal and sustainbale finance regarding the forest sector (staff level),27-04-2020,videoconference,"ECON,ITRE",Member,Conféderation Européenne des Propriétaires Forestiers (CEPF) (3647455667-08)
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_70,"TEN-E, PCI, Sector Integration",14-04-2020,videoconference,ITRE,Member,Food & Water Action Europe (42119616334-41)
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_71,Biodiversity strategy (staff level),27-03-2020,Videoconference,ENVI,Member,Stichting BirdLife Europe (BirdLife Europe) (1083162721-43)
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_72,Sector integration and decarbonisation (staff level),26-03-2020,videoconference,ITRE,Member,Navigant (291658228603-85)
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_73,Digital and manufacturing (staff meeting),18-03-2020,Videoconference,ITRE,Member,Europa Insights (578630818521-25)
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_74,Roundtable on Green Deal with other Nordic MEPs,04-03-2020,Brussels,ITRE,Member,12955024114-93
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_75,Current affairs,03-03-2020,Brussels,ITRE,Member,Taideyliopisto
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_76,"Green deal, Basel III/IV",03-03-2020,Brussels,ECON,Member,7328496842-09
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_77,Green Deal,02-03-2020,Brussels,"ENVI,ITRE",Member,085686030231-69
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_78,European shipping,20-02-2020,Brussels,"ENVI,ITRE",Member,Suomen varustamot ry
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_79,Energy transition (staff level),19-02-2020,Brussels,"ENVI,ITRE",Member,09579576238-53
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_80,EU Biodiversity Strategy for 2030,19-02-2020,Brussels,ENVI,Member,93834493808-49
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_81,Forestry,19-02-2020,Brussels,ENVI,Member,355702910008-47
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_82,"Green Deal, energy efficiency",19-02-2020,Brussels,ITRE,Shadow rapporteur - Report on a comprehensive European approach to energy storage (2019/2189(INI)),37816636575-51
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_83,"industrial policy, climate and the circular economy (staff level)",19-02-2020,Brussels,ITRE,Shadow rapporteur - Report on a comprehensive European approach to energy storage (2019/2189(INI)),Cobalt Institute
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_84,Industrial strategy and Horizon Europe (staff level),18-02-2020,Brussels,ENVI,Member,38526121292-88
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_85,"Sector coupling, decarbonisation",18-02-2020,Brussels,ITRE,Shadow rapporteur - Report on a comprehensive European approach to energy storage (2019/2189(INI)),88457577025-19
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_86,Artificial intelligence (staff level),17-02-2020,Brussels,ITRE,Member,TietoEVRY
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_87,Environmental policy (staff level),17-02-2020,Brussels,ITRE,Member,588327811384-96
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_88,"Green Deal, energy efficiency (staff level)",17-02-2020,Brussels,ITRE,Member,29198603564-71
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_89,Artificial intelligence (staff level),12-02-2020,Strasbourg,ITRE,Member,338398611148-62
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_90,Decarbonisation and the role of gas (staff level),12-02-2020,Strasbourg,ITRE,Member,76130992074-15
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_91,"Green Deal, Greening gas (staff level)",12-02-2020,Strasbourg,ITRE,Member,284336314886-25
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_92,Regulatory framework for C02-lean steel,12-02-2020,Strasbourg,ITRE,Member,93038071152-83
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_93,Digital Single Market,11-02-2020,Strasbourg,ITRE,Member,40386322300-77
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_94,Energy storage,11-02-2020,Strasbourg,ITRE,Shadow rapporteur - Report on a comprehensive European approach to energy storage (2019/2189(INI)),39966101835-69
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_95,Green Deal (staff level),11-02-2020,Strasbourg,ITRE,Member,Norsk Hydro
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_96,E-mobility,06-02-2020,Brussels,ITRE,Shadow rapporteur - Report on a comprehensive European approach to energy storage (2019/2189(INI)),269727723042-29
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_97,"Green Deal, EU’s future circular economy policies",06-02-2020,Brussels,ENVI,Member,764633015511-42
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_98,Green Deal (staff level),05-02-2020,Brussels,ENVI,Member,681872220973-70
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_99,Horizon Europe,05-02-2020,Brussels,ITRE,Member,323618130286-15
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_100,Railway industry,05-02-2020,Brussels,ITRE,Member,478836130634-43
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_101,Sustainable Europe Investment Plan,05-02-2020,Brussels,ITRE,Member,32967558277-95
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_102,Artificial intelligence,04-02-2020,Brussels,ITRE,Member,University of Helsinki
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_103,"Green deal, decarbonising buildings",04-02-2020,Brussels,ITRE,Member,95685068542-71
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_104,"Inequalities, Interventions and New Welfare State (INVEST)",04-02-2020,Brussels,ITRE,Member,University of Turku
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_105,Research and technology (staff level),30-01-2020,Brussels,ITRE,Member,98356852465-08
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_106,Fuels in transport,28-01-2020,Brussels,ITRE,Member,toimitusjohtaja
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_107,Future batteries directive (staff level),27-01-2020,Brussels,"ENVI,ITRE",Member,European Portable Batteries Association 71549072613-57
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_108,Energy supply,22-01-2020,Brussels,ITRE,Member,03501997362-71
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_109,Industrial Policy (staff level),20-01-2020,Brussels,ITRE,Shadow rapporteur - Report on a comprehensive European approach to energy storage (2019/2189(INI)),39573492614-61
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_110,Forestry,14-01-2020,Brussels,ENVI,Member,962687110415-94
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_111,Just Transition Fund,17-12-2019,Strasbourg,ITRE,Member,President of the Management Board
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_112,"taxonomy, CMU (staff level)",12-12-2019,Brussels,ECON,Member,OP ryhmä (90567096475-75)
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_113,Climate change,11-12-2019,Brussels,ITRE,Member,Researchers from the University of Helsinki
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_114,Conflict of Israel and Palestine,11-12-2019,Brussels,,Member,Human rights observers (EAPPI)
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_115,"Digital agenda, IT public producurement (staff level)",11-12-2019,Brussels,ITRE,Member,AMD (422174324438-87)
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_116,CEF2 Digital programme,10-12-2019,Brussels,ITRE,Member,CSC - Tieteen tietotekniikan keskus (098297335667-27)
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_117,Wildlife,09-12-2019,Brussels,ENVI,Member,Eurogroup for Animals (6809935493-49)
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_118,"2030 climate targets, Green deal",05-12-2019,Brussels,ITRE,Member,European Geothermal Energy Council (11458103335-07)
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_119,"Circular economy, VAT of donations",05-12-2019,Brussels,ECON,Member,Amazon  (366117914426-10) Push the Button Solutions  (262491334521-45)
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_120,Genetic engineering,05-12-2019,Brussels,ENVI,Shadow rapporteur - COP15 to the Convention on Biological Diversity (Kunming 2020),Greenpeace (9832909575-41) ENSSER (500373220835-51) Save our seeds
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_121,"Green deal, wind",04-12-2019,Brussels,ITRE,Member,Orsted (870817015429-80)
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_122,Climate policy,02-12-2019,Brussels,,Member,Youth For Climate France
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_123,MEP mandate,02-12-2019,Brussels,,Member,EK (1274604847-34)
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_124,"decarbonisation, industrial strategy (staff level)",28-11-2019,Strasbourg,ITRE,Member,SolarPower Europe (2680046412-48)
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_125,Forestry,21-11-2019,Brussels,ENVI,Shadow rapporteur - COP15 to the Convention on Biological Diversity (Kunming 2020),Global Witness (10439809375-73)
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_126,Carbon neutrality,20-11-2019,Brussels,ITRE,Member,Kemianteollisuus ry (07682415745-25)
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_127,"Decarbonisation, Energy production",20-11-2019,Brussels,ITRE,Member,Eurogas (17909506129-41)
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_128,Energy Transition,20-11-2019,Brussels,ITRE,Member,Coalition for Energy Savings (72911566925-69)
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_129,"Forestry, biodiversity",20-11-2019,Brussels,ENVI,Shadow rapporteur - COP15 to the Convention on Biological Diversity (Kunming 2020),The Central Union of Agricultural Producers and Forest Owners (56039441735-48)
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_130,Energy policy,19-11-2019,Brussels,ITRE,Member,GASUM CEO (759978215122-11)
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_131,International cooperation,19-11-2019,Brussels,,Member,Business Finland CEO
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_132,Environmentally friendly products (staff level),13-11-2019,Brussels,ENVI,Member,Sulapac (415832931499-23)
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_133,Innovation and research,07-11-2019,Brussels,ITRE,Member,Oulu University (524144227097-75)
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_134,decarbonising industry,06-11-2019,Brussels,ITRE,Member,HYBRIT (052949332611-47)
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_135,Energy efficiency and the new mandate (staff level),06-11-2019,Brussels,ITRE,Member,European Federation of Intelligent Energy Efficiency Services (25748484862-49)
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_136,"Heating and cooling, long term strategy and decarbonisation of buildings and EE (staff level)",06-11-2019,Brussels,ITRE,Member,EHPA (23643001178-02)
197802,Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,Vihreä liitto,197802_137,EU climate and energy policy 1019-2014,05-11-2019,Brussels,ITRE,Member,Finnish Energy (Energiateollisuus) (68861821910-84)
